Index,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_added_capacity_MW,H2_1,H2_2,H2_3,H2_4,H2_5,H1_1,H1_2,H1_3,H1_4,H1_5,capacity_pred,set
1728,2.896,10846993,99220,3891595.007,14.01578,8.386816,31412891.73,287341.12,11270059.14,40.58969888,1.18E+14,1.08E+12,4.22E+13,152029067.5,9844608400,3.86E+11,1390645.692,1.51E+13,54543739.47,196.442089,2.675,-0.162386146,-0.234874164,0.054025332,-0.263642449,0.027085819,-0.08478981,0.614965756,-0.126634395,-0.016001569,-0.375002292,-0.094348912,train
6,0,3060173,11390,486709.1841,3.54878,0,0,0,0,0,9.36E+12,34855370470,1.49E+12,10859880.74,129732100,5543617607,40420.6042,2.37E+11,1727223.818,12.59383949,0.1,-0.15131143,-0.219909818,0.077422383,-0.254908374,0.052073263,-0.073740848,0.615295078,-0.133765334,-0.017360909,-0.379377208,5.059989111,train
101,0.3,102565,20,38729.70431,0.80724,0.09,30769.5,6,11618.91129,0.242172,10519579225,2051300,3972312123,82794.5706,400,774594.0862,16.1448,1499989996,31264.16651,0.651636418,0.7,-0.147560145,-0.217263671,0.081398284,-0.253231117,0.05529978,-0.071287215,0.614951791,-0.135111388,-0.017579052,-0.380627001,5.78010728,train
1610,22,42921895,290710,28367216.37,235.22968,484,944281690,6395620,624078760.1,5175.05296,1.84E+15,1.25E+13,1.22E+15,10096503626,84512304100,8.25E+12,68383620.27,8.05E+14,6672811229,55333.00235,11,-0.31174773,-0.338292947,-0.009606046,-0.31201674,-0.013437105,-0.150577505,0.651857725,-0.100168704,-0.014645158,-0.313965219,117.8544688,train
1164,19,110815272,1038080,28936117.1,204.56938,361,2105490168,19723520,549786224.9,3886.81822,1.23E+16,1.15E+14,3.21E+15,22669411488,1.08E+12,3.00E+13,212359382,8.37E+14,5919443535,41848.63123,0,-0.334225712,-0.359722652,-0.194955134,-0.355494052,-0.192653759,-0.21788526,0.613438746,-0.04353117,-0.000881622,-0.321473127,-20.92336207,train
125,0.1,8947243,47573,1705139.682,13.48152,0.01,894724.3,4757.3,170513.9682,1.348152,8.01E+13,4.26E+11,1.53E+13,120622435.4,2263190329,81118610092,641356.351,2.91E+12,22987874.73,181.7513815,0,-0.160819872,-0.226847075,0.06667427,-0.259058905,0.042914684,-0.08019871,0.616021124,-0.130059541,-0.016750912,-0.376146076,2.374066489,train
1830,0,21892149,235170,2372060.285,4.64624,0,0,0,0,0,4.79E+14,5.15E+12,5.19E+13,101716178.4,55304928900,5.58E+11,1092656.261,5.63E+12,11021161.38,21.58754614,0.946,-0.158710484,-0.234941224,0.020725938,-0.26759954,-0.005005967,-0.094508336,0.605268063,-0.11693913,-0.01332174,-0.379293505,4.262241374,train
1083,25.104,29468923,80593,11514858.23,126.73368,630.210816,739787843,2023206.672,289069001,3181.522303,8.68E+14,2.37E+12,3.39E+14,3734705057,6495231649,9.28E+11,10213847.47,1.33E+14,1459320358,16061.42565,72.02,-0.244377601,-0.27420756,0.049921752,-0.281496269,0.041026061,-0.111570389,0.639153086,-0.119973762,-0.017193848,-0.342863722,50.98744286,train
639,0,76346310,335910,2145361.847,2.58428,0,0,0,0,0,5.83E+15,2.56E+13,1.64E+14,197300242,1.13E+11,7.21E+11,868085.4948,4.60E+12,5544215.714,6.678503118,0,-0.195225644,-0.250686539,-0.029699191,-0.288277421,-0.032689786,-0.121168878,0.603586627,-0.102614046,-0.010216217,-0.372700671,18.23034923,train
549,571,5643475,26526.31,4572856.056,32.25744,326041,3222424225,15146523.01,2611100808,18418.99824,3.18E+13,1.50E+11,2.58E+13,182044056.2,703645122.2,1.21E+11,855670.8532,2.09E+13,147508629.9,1040.542435,36,-0.13807858,-0.261661179,0.104269349,-0.297026243,0.074072472,-0.056923602,0.632911495,-0.159103414,-0.022090966,-0.37860307,115.454017,train
777,0.173,752029,11768.8,87541.59299,0.605333,0.029929,130101.017,2036.0024,15144.69559,0.104722609,5.66E+11,8850478895,65833816635,455227.9707,138504653.4,1030259500,7124.04301,7663530503,52991.81511,0.366428041,0.758,-0.147355389,-0.217776923,0.078551025,-0.25369221,0.052373791,-0.072138029,0.614281382,-0.134312319,-0.017365023,-0.380842939,5.378958887,train
1505,0.35,22456645,1737980,6043862.26,136.818,0.1225,7859825.75,608293,2115351.791,47.8863,5.04E+14,3.90E+13,1.36E+14,3072473256,3.02E+12,1.05E+13,237786947.6,3.65E+13,826909146.7,18719.16512,0,-0.307625731,-0.295134946,-0.204066899,-0.306059553,-0.327653012,-0.233424366,0.579066205,-0.000520747,0.004039064,-0.319616239,45.74932046,train
1067,0.726,14962118,55850,123269.9003,1.86837,0.527076,10862497.67,40547.1,89493.94762,1.35643662,2.24E+14,8.36E+11,1.84E+12,27954772.41,3119222500,6884623932,104348.4645,15195468320,230313.7836,3.490806457,1.029,-0.156666678,-0.222894125,0.06214238,-0.258888215,0.040817413,-0.080189139,0.61312171,-0.129364754,-0.016288825,-0.379048763,6.254514519,train
1408,0,84710544,114700,24024326.04,46.419,0,0,0,0,0,7.18E+15,9.72E+12,2.04E+15,3932178742,13156090000,2.76E+12,5324259.3,5.77E+14,1115185190,2154.723561,2,-0.252146891,-0.319361845,-0.001191028,-0.314047205,-0.011498446,-0.127954321,0.639701464,-0.112795399,-0.015036514,-0.338548926,67.82899955,train
400,0,43934,27,10704.30364,0.3949803,0,0,0,0,0,1930196356,1186218,470282876.1,17353.0645,729,289016.1983,10.6644681,114582116.4,4227.989063,0.156009437,0,-0.147269073,-0.217106113,0.081403216,-0.253153452,0.055257498,-0.071194068,0.61485658,-0.135129823,-0.017573199,-0.380743837,5.813101237,train
436,1125,18470435,157570,16339762.55,72.0326,1265625,20779239375,177266250,18382232869,81036.675,3.41E+14,2.91E+12,3.02E+14,1330473456,24828304900,2.57E+12,11350176.78,2.67E+14,1176995580,5188.695463,684,-0.138287007,-0.327633397,0.09507362,-0.351276653,0.056880551,-0.055690655,0.649084426,-0.173898949,-0.024712901,-0.371855213,246.7541688,train
208,0.175,283798,1520,45467.75907,0.370065,0.030625,49664.65,266,7956.857837,0.064761375,80541304804,431372960,12903659089,105023.7069,2310400,69110993.79,562.4988,2067317115,16826.02626,0.136948104,0.115,-0.147390288,-0.21730903,0.080961934,-0.253307046,0.054825801,-0.071371248,0.614815923,-0.135010513,-0.017545702,-0.380712547,5.813942135,train
1819,0,25100407,215400,9704510.542,64.04,0,0,0,0,0,6.30E+14,5.41E+12,2.44E+14,1607430064,46397160000,2.09E+12,13794216,9.42E+13,621476855.1,4101.1216,0,-0.201146641,-0.262475049,0.020970388,-0.278260326,-0.001135835,-0.107650606,0.620521273,-0.114307856,-0.014322889,-0.360558136,-8.078441889,train
1414,2.02,95570049,122600,29431760.95,58.43914,4.0804,193051499,247652,59452157.12,118.0470628,9.13E+15,1.17E+13,2.81E+15,5585031473,15030760000,3.61E+12,7164638.564,8.66E+14,1719966799,3415.133084,0,-0.269002281,-0.340064915,-0.012723153,-0.32509139,-0.020698592,-0.136040818,0.645159019,-0.110558143,-0.014923155,-0.330762338,96.90527969,train
441,66.6,1296075000,5260913.778,229291990,1955.39,4435.56,86318595000,350376857.6,15270846534,130228.974,1.68E+18,6.82E+15,2.97E+17,2.53E+12,2.77E+13,1.21E+15,10287138192,5.26E+16,4.48E+11,3823550.052,10,-0.853507317,-0.728751854,-0.996773396,-0.978013033,0.001409838,-0.486052317,0.653019841,-0.040612192,0.030790545,-0.345707648,159.384328,train
1464,88.4,3406672,1784,3321479.729,17.900066,7814.56,301149804.8,157705.6,293618808,1582.365834,1.16E+13,6077502848,1.13E+13,60979653.64,3182656,5925519837,31933.71774,1.10E+13,59454706.37,320.4123628,45,-0.158153636,-0.233758259,0.083694796,-0.264243613,0.056316151,-0.073344147,0.62213009,-0.137768821,-0.018522979,-0.374668988,21.60928827,train
340,0,456619,750,28246.77081,0.19158,0,0,0,0,0,2.09E+11,342464250,12898012240,87479.06802,562500,21185078.11,143.685,797880061.2,5411.516352,0.036702896,0,-0.147459044,-0.217267079,0.081029151,-0.253307468,0.054970079,-0.071368755,0.614838638,-0.135030084,-0.017550831,-0.380703138,5.896573049,train
888,1,7053700,5088,4114624.34,44.30702,1,7053700,5088,4114624.34,44.30702,4.98E+13,35889225600,2.90E+13,312528427,25887744,20935208642,225434.1178,1.69E+13,182306742.9,1963.112021,0.3,-0.181530028,-0.23597327,0.07694204,-0.261246699,0.055003968,-0.083585136,0.624864479,-0.13113953,-0.017894488,-0.366783171,7.211244004,train
928,1,2825932,4440,739753.8151,3.0539,1,2825932,4440,739753.8151,3.0539,7.99E+12,12547138080,2.09E+12,8630113.735,19713600,3284506939,13559.316,5.47E+11,2259134.176,9.32630521,0.5,-0.151518624,-0.220452758,0.078942828,-0.255094381,0.053203126,-0.073310796,0.615884023,-0.134274722,-0.017506576,-0.379057739,5.621520956,train
28,0,33149720,412110,6919294.629,27.5164,0,0,0,0,0,1.10E+15,1.37E+13,2.29E+14,912160955.4,1.70E+11,2.85E+12,11339783.6,4.79E+13,190394078.7,757.152269,0,-0.179833568,-0.256686174,-0.021932681,-0.281161588,-0.050512177,-0.115434312,0.603181167,-0.102485564,-0.010624976,-0.371780611,-4.340633322,train
1840,2.702,13814642,162000,1382369.037,7.63378,7.300804,37327162.68,437724,3735161.138,20.62647356,1.91E+14,2.24E+12,1.91E+13,105457937.8,26244000000,2.24E+11,1236672.36,1.91E+12,10552701.11,58.27459709,1.624,-0.155470208,-0.228851452,0.040515607,-0.262467209,0.015354206,-0.087021626,0.608444594,-0.122797108,-0.014691629,-0.379695723,2.449404714,train
737,202,11104899,73960,12122025.97,56.40004,40804,2243189598,14939920,2448649246,11392.80808,1.23E+14,8.21E+11,1.35E+14,626316747.8,5470081600,8.97E+11,4171346.958,1.47E+14,683682749.6,3180.964512,410,-0.183654867,-0.271909608,0.06810408,-0.286677273,0.036533976,-0.085621043,0.632773768,-0.135522227,-0.018814527,-0.36131049,53.98267852,train
1498,13.967,11668829,18117,894686.4334,0.75517,195.077089,162978534.6,253040.139,12496085.42,10.54745939,1.36E+14,2.11E+11,1.04E+13,8811949.596,328225689,16209034114,13681.41489,8.00E+11,675640.3539,0.570281729,5.224,-0.155697114,-0.224048774,0.072155992,-0.258968119,0.048922647,-0.076586888,0.6159541,-0.13281852,-0.017159403,-0.378199161,9.563500265,train
123,0,8581300,47565,1661734.354,16.98402,0,0,0,0,0,7.36E+13,4.08E+11,1.43E+13,145744970.8,2262429225,79040394548,807844.9113,2.76E+12,28222929.5,288.4569354,0.1,-0.162403571,-0.226976836,0.067017026,-0.258929407,0.04374813,-0.08060936,0.616434052,-0.129927357,-0.016779285,-0.375589664,1.727037578,train
546,7,5570572,26900,4275878.961,33.1318,49,38994004,188300,29931152.73,231.9226,3.10E+13,1.50E+11,2.38E+13,184563077.4,723610000,1.15E+11,891245.42,1.83E+13,141667566.6,1097.716171,10,-0.172836943,-0.235462477,0.072821575,-0.261660808,0.047838584,-0.082106585,0.62204536,-0.13097265,-0.017540638,-0.369884264,4.205336857,train
1129,0,3296237,396610,125200.6408,0.50871,0,0,0,0,0,1.09E+13,1.31E+12,4.13E+11,1676828.724,1.57E+11,49655826148,201759.4731,15675200457,63690.81798,0.258785864,0,-0.136716833,-0.226750603,0.000648729,-0.261927729,-0.038013987,-0.095314894,0.592538087,-0.109733436,-0.011168885,-0.387453891,22.80731948,train
1089,0,302681,120,594.0114837,0.12369,0,0,0,0,0,91615787761,36321720,179795989.9,37438.61289,14400,71281.37804,14.8428,352849.6428,73.47328042,0.015299216,0,-0.147302227,-0.217123222,0.08124788,-0.253214012,0.055169155,-0.071249681,0.614829526,-0.135097897,-0.017562893,-0.38075699,5.92070106,train
1268,46,16281779,19494,9277025.311,108.5579,2116,748961834,896724,426743164.3,4993.6634,2.65E+14,3.17E+11,1.51E+14,1767515737,380016036,1.81E+11,2116227.703,8.61E+13,1007094386,11784.81765,4,-0.225479815,-0.262538454,0.071942628,-0.274505956,0.05717724,-0.098774788,0.638407172,-0.127552548,-0.018537024,-0.34874082,50.47947247,train
1726,1.396,10635245,100380,3766900.536,13.09958,1.948816,14846802.02,140130.48,5258593.148,18.28701368,1.13E+14,1.07E+12,4.01E+13,139317242.7,10076144400,3.78E+11,1314935.84,1.42E+13,49344814.92,171.5989962,0.417,-0.161621583,-0.234308042,0.053833451,-0.263334545,0.026799987,-0.08462378,0.614615014,-0.126576587,-0.015961723,-0.37534629,-0.282132941,train
1832,0.997,23154854,235790,2492518.094,5.4377,0.994009,23085389.44,235082.63,2485040.54,5.4213869,5.36E+14,5.46E+12,5.77E+13,125909149.6,55596924100,5.88E+11,1282155.283,6.21E+12,13553565.64,29.56858129,0.01,-0.16013203,-0.23576558,0.019940731,-0.268246289,-0.005266705,-0.095177239,0.605568299,-0.116709506,-0.013298191,-0.378841057,4.115300556,train
1326,6,4538159,10460,3327681.812,109.59382,36,27228954,62760,19966090.87,657.56292,2.06E+13,47469143140,1.51E+13,497354180.6,109411600,34807551754,1146351.357,1.11E+13,364693361.5,12010.80538,0,-0.213574013,-0.239963351,0.080461773,-0.26068105,0.069271404,-0.092827873,0.632568451,-0.128060786,-0.018287427,-0.35573847,18.20172434,train
