Index,PV_cum_capacity MW last year,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),PV_cum_capacity MW last year^2,PV_cum_capacity MW last year total_population,PV_cum_capacity MW last year agri_land_area,PV_cum_capacity MW last year tertiary,PV_cum_capacity MW last year electricity net consumption (billion kWh),total_population^2,total_population agri_land_area,total_population tertiary,total_population electricity net consumption (billion kWh),agri_land_area^2,agri_land_area tertiary,agri_land_area electricity net consumption (billion kWh),tertiary^2,tertiary electricity net consumption (billion kWh),electricity net consumption (billion kWh)^2,PV_added_capacity_MW,H2_1,H2_2,H2_3,H2_4,H2_5,H1_1,H1_2,H1_3,H1_4,H1_5,capacity_pred,set
319,10,19193236,121000,1152246.701,2.06002,100,191932360,1210000,11522467.01,20.6002,3.68E+14,2.32E+12,2.21E+13,39538450.02,14641000000,1.39E+11,249262.42,1.33E+12,2373651.249,4.2436824,36.8,-0.157532376,-0.228697083,0.046428216,-0.263417392,0.02393762,-0.085491445,0.610583661,-0.125158531,-0.015238504,-0.379095798,6.595991729,train
1110,0.1,406724,93,136670.5374,1.84424,0.01,40672.4,9.3,13667.05374,0.184424,1.65E+11,37825332,55587187653,750096.6698,8649,12710359.98,171.51432,18678835793,252053.2719,3.401221178,0,-0.148503519,-0.217742419,0.081223157,-0.253449311,0.05527299,-0.071645973,0.615205977,-0.134984176,-0.017582532,-0.380260651,5.553484279,train
1523,1.7,11382272,84880,635184.284,1.658,2.89,19349862.4,144296,1079813.283,2.8186,1.30E+14,9.66E+11,7.23E+12,18871806.98,7204614400,53914442026,140731.04,4.03E+11,1053135.543,2.748964,0.14,-0.152919644,-0.223912631,0.057726596,-0.259090244,0.033570002,-0.080525901,0.611402274,-0.128213656,-0.015931851,-0.380092971,4.815680364,train
1499,19.191,11980960,18117,883467.601,0.85345,368.294481,229926603.4,347683.347,16954626.73,16.37855895,1.44E+14,2.17E+11,1.06E+13,10225150.31,328225689,16005782527,15461.95365,7.81E+11,753995.4241,0.728376903,8.059,-0.155648996,-0.224357556,0.072302949,-0.259376723,0.049176054,-0.076481838,0.616091715,-0.133028749,-0.017194247,-0.378212548,10.5714136,train
824,3.527,343400,18720,246715.7604,18.48088,12.439729,1211171.8,66025.44,870166.4869,65.18206376,1.18E+11,6428448000,84722192121,6346334.192,350438400,4618519035,345962.0736,60868666430,4559524.362,341.5429256,0.806,-0.156476163,-0.220326944,0.078149697,-0.254347002,0.054318558,-0.075221507,0.61652337,-0.133150769,-0.017414754,-0.377565394,2.005830741,train
616,0,1346810,8985,914024.9081,7.32888,0,0,0,0,0,1.81E+12,12101087850,1.23E+12,9870608.873,80730225,8212513799,65849.9868,8.35E+11,6698778.868,53.71248205,0,-0.152748517,-0.221032894,0.078764789,-0.254963258,0.052830111,-0.073809839,0.616180509,-0.133949701,-0.017497334,-0.378474986,4.050000256,train
1125,0,2939246,396610,94505.28477,0.48174,0,0,0,0,0,8.64E+12,1.17E+12,2.78E+11,1415952.368,1.57E+11,37481740993,191062.9014,8931248849,45526.97589,0.232073428,0,-0.136399585,-0.226570546,0.000854998,-0.261772222,-0.03793181,-0.095155459,0.592478712,-0.109792178,-0.011176445,-0.387548755,22.93522371,train
237,1.2,10872072,39500,1407868.086,1.06114,1.44,13046486.4,47400,1689441.703,1.273368,1.18E+14,4.29E+11,1.53E+13,11536790.48,1560250000,55610789397,41915.03,1.98E+12,1493945.141,1.1260181,1.7,-0.155514672,-0.225134029,0.067093499,-0.259011455,0.042611671,-0.078286497,0.61475263,-0.13097877,-0.016748191,-0.378224808,5.769690897,train
94,0,100028,20,31692.34114,0.79515,0,0,0,0,0,10005600784,2000560,3170121500,79537.2642,400,633846.8228,15.903,1004404487,25200.16506,0.632263523,0,-0.147560959,-0.217227097,0.081384935,-0.253202148,0.055295946,-0.071293791,0.614937682,-0.135097793,-0.017576103,-0.380632556,5.730802025,train
692,0,4014373,30030,1640448.633,6.2263,0,0,0,0,0,1.61E+13,1.21E+11,6.59E+12,24994690.61,901800900,49262672449,186975.789,2.69E+12,10213925.32,38.76681169,0,-0.15394137,-0.224175536,0.072610029,-0.257071863,0.046141985,-0.076147333,0.615580506,-0.132283895,-0.017116442,-0.378050507,3.490114945,train
1092,1.838,435018,79,56916.23099,0.46965,3.378244,799563.084,145.202,104612.0326,0.8632167,1.89E+11,34366422,24759584973,204306.2037,6241,4496382.248,37.10235,3239457350,26730.70788,0.220571123,2.287,-0.147557368,-0.217448436,0.081286263,-0.253445499,0.055219884,-0.071305567,0.614980385,-0.135148897,-0.017581589,-0.380631263,6.183451166,train
1049,0.8,20569115,408950,718851.5093,1.14855,0.64,16455292,327160,575081.2074,0.91884,4.23E+14,8.41E+12,1.48E+13,23624657.03,1.67E+11,2.94E+11,469699.5225,5.17E+11,825636.901,1.319167102,0.3,-0.150490295,-0.233184464,-0.011247552,-0.268698923,-0.043300707,-0.103194343,0.593938659,-0.106243617,-0.010566137,-0.383983501,21.92038677,train
407,0,58963,27,15758.03292,0.548,0,0,0,0,0,3476635369,1592001,929140895.1,32311.724,729,425466.8888,14.796,248315601.5,8635.40204,0.300304,0,-0.147371673,-0.217141896,0.081400082,-0.253166388,0.055277616,-0.071228144,0.614884184,-0.135118665,-0.017574217,-0.380705774,5.781057539,train
1132,0,3598646,396610,170433.3182,0.7719,0,0,0,0,0,1.30E+13,1.43E+12,6.13E+11,2777794.847,1.57E+11,67595558331,306143.259,29047515953,131557.4783,0.59582961,0,-0.137134531,-0.226979872,0.000469806,-0.262086501,-0.038066789,-0.095498491,0.592636955,-0.109669679,-0.011164784,-0.387312902,22.47164561,train
1282,8,4516500,111160,3522025.43,39.49908,64,36132000,889280,28176203.44,315.99264,2.04E+13,5.02E+11,1.59E+13,178397594.8,12356545600,3.92E+11,4390717.733,1.24E+13,139116764.2,1560.177321,14,-0.17007596,-0.235043057,0.05625621,-0.262080714,0.031187151,-0.086687266,0.616940975,-0.125822741,-0.016140735,-0.372152655,-5.323806712,train
911,3592,59379449,138526,38931018.2,311.46645,12902464,2.13E+11,497585392,1.40E+11,1118787.488,3.53E+15,8.23E+12,2.31E+15,18494706183,19189452676,5.39E+12,43146201.45,1.52E+15,12125706034,97011.34948,9539,-0.177322513,-0.500992456,0.198541062,-0.522385019,0.192562479,-0.017371343,0.725559554,-0.263645413,-0.043725601,-0.342549438,1408.533446,train
1031,0.16,446175,1280,52878.29623,5.74857,0.0256,71388,204.8,8460.527397,0.9197712,1.99E+11,571104000,23592973820,2564868.22,1638400,67684219.17,7358.1696,2796114212,303974.5874,33.04605704,1.433,-0.150503688,-0.217957503,0.081153955,-0.253428262,0.055934816,-0.0723174,0.615614541,-0.134703335,-0.017582583,-0.37961957,4.747082105,train
91,0,94992,20,25352.43403,0.72075,0,0,0,0,0,9023480064,1899840,2408278413,68465.484,400,507048.6806,14.415,642745911.2,18272.76683,0.519480563,0,-0.147507786,-0.217199014,0.081386949,-0.253191476,0.055292809,-0.071275927,0.614921107,-0.13510312,-0.017575291,-0.380654638,5.747866474,train
1287,0,5219324,52780,909401.4639,1.9383,0,0,0,0,0,2.72E+13,2.75E+11,4.75E+12,10116615.71,2785728400,47998209265,102303.474,8.27E+11,1762692.857,3.75700689,0,-0.150384898,-0.222334151,0.067362395,-0.256859946,0.041168154,-0.076691057,0.613039033,-0.13101071,-0.016626878,-0.380050571,3.938930597,train
559,0,794554,17013,20047.62986,0.24459,0,0,0,0,0,6.31E+11,13517747202,15928924496,194339.9629,289442169,341070326.8,4161.20967,401907463,4903.449787,0.059824268,0,-0.146819975,-0.217640129,0.077425601,-0.253699241,0.051194512,-0.072332739,0.613840191,-0.134009988,-0.017266872,-0.381130213,5.263722368,train
309,1.2,14252029,109700,372290.0775,0.6648136,1.44,17102434.8,131640,446748.093,0.79777632,2.03E+14,1.56E+12,5.31E+12,9474942.707,12034090000,40840221502,72930.05192,1.39E+11,247503.5067,0.441977123,0.4,-0.15313355,-0.224282511,0.051160115,-0.260078562,0.027751092,-0.082703689,0.609781873,-0.126297066,-0.01542112,-0.38063513,5.513990116,train
241,0.131,657404,5770,34864.43485,1.863,0.017161,86119.924,755.87,4567.240965,0.244053,4.32E+11,3793221080,22920018928,1224743.652,33292900,201167789.1,10749.51,1215528817,64952.44213,3.470769,0.144,-0.14824852,-0.217622255,0.079939943,-0.253497962,0.054118135,-0.071976145,0.614784139,-0.134615686,-0.017473563,-0.38048847,5.356919602,train
1086,229.095,30684652,85710,14348787.72,137.19374,52484.51903,7029700350,19635732.45,3287235523,31430.39987,9.42E+14,2.63E+12,4.40E+14,4209742168,7346204100,1.23E+12,11758875.46,2.06E+14,1968563852,18822.1223,49.703,-0.24090843,-0.292716512,0.058653247,-0.298282634,0.046735212,-0.106229614,0.646098265,-0.129059665,-0.018946038,-0.341483562,116.8393718,train
1816,0,193927,1780,9275.082682,0.03906,0,0,0,0,0,37607681329,345190060,1798688959,7574.78862,3168400,16509647.17,69.5268,86027158.76,362.2847296,0.001525684,0,-0.147086861,-0.217137888,0.08094272,-0.253223279,0.054765491,-0.071281873,0.614708341,-0.135021504,-0.017537325,-0.380838208,5.838893822,train
1605,1974.026,57009751,963410,12750817.86,207.18928,3896778.649,1.13E+11,1901796389,25170445977,408997.0256,3.25E+15,5.49E+13,7.27E+14,11811809263,9.28E+11,1.23E+13,199608224.2,1.63E+14,2641832772,42927.39775,1172.704,-0.142362162,-0.373695227,-0.038926029,-0.421641891,-0.050764167,-0.095752368,0.630212432,-0.153038437,-0.017025724,-0.3834546,302.7526863,train
1004,0.363,2075041,23560,211576.5848,0.85941604,0.131769,753239.883,8552.28,76802.30028,0.311968023,4.31E+12,48887965960,4.39E+11,1783323.519,555073600,4984744338,20247.8419,44764651236,181832.3107,0.73859593,0,-0.148013849,-0.218768418,0.075369297,-0.2544778,0.049332826,-0.073362983,0.613815042,-0.133385546,-0.017145203,-0.380756003,5.072037531,train
1658,16,7229854,15626,2875477.896,54.31242,256,115677664,250016,46007646.34,868.99872,5.23E+13,1.13E+11,2.08E+13,392670867,244171876,44932217603,848685.8749,8.27E+12,156174163.2,2949.838966,2,-0.184057533,-0.234264239,0.076405568,-0.260957938,0.057543547,-0.084481536,0.62482303,-0.130777403,-0.017814637,-0.366674164,7.850417855,train
738,612,11045011,72830,12562661.85,57.6304,374544,6759546732,44571960,7688349052,35269.8048,1.22E+14,8.04E+11,1.39E+14,636528401.9,5304208900,9.15E+11,4197222.032,1.58E+14,723991227.5,3321.263004,924,-0.159454446,-0.291113499,0.091049047,-0.312288575,0.055925071,-0.067664904,0.640761244,-0.155816046,-0.02212963,-0.367304906,142.9193373,train
1045,0.1,18336722,408930,490677.8492,1.03323,0.01,1833672.2,40893,49067.78492,0.103323,3.36E+14,7.50E+12,9.00E+12,18946051.27,1.67E+11,2.01E+11,422518.7439,2.41E+11,506983.0741,1.067564233,0,-0.148567424,-0.231918321,-0.009933661,-0.267613351,-0.042756358,-0.102225194,0.593541787,-0.106565766,-0.010608093,-0.384569495,22.5271564,train
382,3.6,22681853,97500,3692803.1,5.34883,12.96,81654670.8,351000,13294091.16,19.255788,5.14E+14,2.21E+12,8.38E+13,121321375.8,9506250000,3.60E+11,521510.925,1.36E+13,19752176.01,28.60998237,2,-0.166487585,-0.236761248,0.048001625,-0.266952455,0.02487827,-0.087753749,0.614817799,-0.125399128,-0.015667934,-0.374573401,4.614217623,train
1668,125,7912398,15316,4311032.068,58.85917,15625,989049750,1914500,538879008.5,7357.39625,6.26E+13,1.21E+11,3.41E+13,465717179,234579856,66027767153,901487.0477,1.86E+13,253743769.4,3464.401893,98,-0.182179618,-0.244084831,0.0818689,-0.269895209,0.061104649,-0.081382678,0.628838039,-0.135828523,-0.018813849,-0.365871064,33.55438175,train
174,0,9560953,89160,6852024.098,30.5467,0,0,0,0,0,9.14E+13,8.52E+11,6.55E+13,292055563,7949505600,6.11E+11,2723543.772,4.70E+13,209306724.5,933.1008809,0,-0.17449267,-0.244593369,0.055846685,-0.26688932,0.027548019,-0.088106671,0.620146251,-0.126269445,-0.016471283,-0.368848537,-1.327898294,train
1288,0.6,12647983,384120,115181.3845,0.363,0.36,7588789.8,230472,69108.8307,0.2178,1.60E+14,4.86E+12,1.46E+12,4591217.829,1.48E+11,44243473414,139435.56,13266751335,41810.84257,0.131769,0.1,-0.143750415,-0.228782961,-0.001991215,-0.264752164,-0.035879855,-0.098103288,0.593943002,-0.109153749,-0.011111271,-0.385813875,21.62123447,train
1697,37,67195032,210600,33849323.07,146.2527521,1369,2486216184,7792200,1252424954,5411.351828,4.52E+15,1.42E+13,2.27E+15,9827458357,44352360000,7.13E+12,30800829.59,1.15E+15,4950556656,21389.8675,11.6,-0.289547652,-0.354416548,-0.012894699,-0.325687498,-0.025975824,-0.143170994,0.65169766,-0.106869933,-0.015202699,-0.319522623,128.8717568,train
551,782.108,5728010,26256.3,4642938.599,33.03236,611692.9237,4479922445,20535262.28,3631279422,25834.87301,3.28E+13,1.50E+11,2.66E+13,189209688.4,689393289.7,1.22E+11,867307.5539,2.16E+13,153367219.3,1091.136807,68.845,-0.125789266,-0.271281489,0.115852923,-0.310005251,0.084251033,-0.047755543,0.63695077,-0.169385793,-0.023767252,-0.381691129,157.2538686,train
318,8,18646350,121000,1037102.57,1.9339,64,149170800,968000,8296820.56,15.4712,3.48E+14,2.26E+12,1.93E+13,36060176.27,14641000000,1.25E+11,234001.9,1.08E+12,2005652.66,3.73996921,2,-0.15703946,-0.228103089,0.046652912,-0.262971197,0.02407707,-0.085288151,0.610379366,-0.12515549,-0.015228223,-0.379302657,6.297558378,train
110,22.387,8295487,28301,5230079.812,63.31914,501.177769,185711067.5,633574.487,117085796.8,1417.525587,6.88E+13,2.35E+11,4.34E+13,525263102.7,800946601,1.48E+11,1791994.981,2.74E+13,331164155.8,4009.31349,1.851,-0.191435653,-0.242880851,0.072823091,-0.265059617,0.052512749,-0.087942838,0.62741751,-0.129584277,-0.017835552,-0.362874818,12.33899272,train
83,0,2884239,16830,1331307.945,5.04306,0,0,0,0,0,8.32E+12,48541742370,3.84E+12,14545390.33,283248900,22405912714,84874.6998,1.77E+12,6713865.845,25.43245416,0,-0.152766971,-0.222586941,0.076057792,-0.256073924,0.049634017,-0.074664722,0.615873052,-0.133334009,-0.017339399,-0.378419816,4.271781976,train
859,78.561,261556386,602000,92688675.13,212.71404,6171.830721,20548131241,47293722,7281715007,16711.0277,6.84E+16,1.57E+14,2.42E+16,55636715554,3.62E+11,5.58E+13,128053852.1,8.59E+15,19716182549,45247.26281,9.859,-0.406381572,-0.580664716,-0.29168627,-0.484416479,-0.193460698,-0.243425249,0.665994526,-0.06970651,-0.003031595,-0.287422682,197.5063767,train
1403,138.914,30926036,236870,21998613.47,44.33134,19297.0994,4296059365,32904559.18,3055915392,6158.243765,9.56E+14,7.33E+12,6.80E+14,1370992617,56107396900,5.21E+12,10500764.51,4.84E+14,975228013.3,1965.267706,7.233,-0.196106412,-0.305009723,0.013035041,-0.304534759,-0.026354192,-0.107016643,0.628973993,-0.119966562,-0.015468783,-0.355219951,30.44309721,train
615,0,1354775,8819,920065.6857,6.88836,0,0,0,0,0,1.84E+12,11947760725,1.25E+12,9332177.919,77774761,8114059282,60748.44684,8.47E+11,6337743.667,47.44950349,0,-0.152529742,-0.221002353,0.078775075,-0.254964718,0.052767508,-0.073735223,0.616135076,-0.133981803,-0.017497411,-0.378547317,4.138144574,train
111,24.238,8321496,28094,5482775.903,63.38822,587.480644,201696420,680942.372,132891522.3,1536.403676,6.92E+13,2.34E+11,4.56E+13,527484819.2,789272836,1.54E+11,1780828.653,3.01E+13,347543405.2,4018.066435,5.882,-0.191689646,-0.243719989,0.072847499,-0.265506343,0.052210302,-0.088002132,0.62768733,-0.129669709,-0.017870504,-0.362623208,13.24478243,train
391,107,34004889,582800,20966003.17,534.218016,11449,3638523123,62359600,2243362339,57161.32771,1.16E+15,1.98E+13,7.13E+14,18166024336,3.40E+11,1.22E+13,311342259.7,4.40E+14,11200416617,285388.8886,142,-0.429755121,-0.334924917,-0.046353662,-0.311482382,0.01386865,-0.198706676,0.662674893,-0.07452383,-0.011653423,-0.2828326,215.7103537,train
520,0,993562,1540,317578.2798,3.65,0,0,0,0,0,9.87E+11,1530085480,3.16E+11,3626501.3,2371600,489070550.9,5621,1.01E+11,1159160.721,13.3225,0,-0.150110963,-0.21865758,0.080618732,-0.253899699,0.054908576,-0.072353882,0.615583425,-0.134687606,-0.017567454,-0.379645925,5.174595349,train
680,80,64707035,290199,34147909.46,446.83736,6400,5176562800,23215920,2731832757,35746.9888,4.19E+15,1.88E+13,2.21E+15,28913520693,84215459601,9.91E+12,129671755,1.17E+15,15258561713,199663.6263,197,-0.425771864,-0.376707144,-0.016389366,-0.331344687,0.029982573,-0.185528214,0.679503689,-0.09253199,-0.015810002,-0.273755712,430.7020991,train
1227,0,22894718,394442.74,889933.7015,9.56322,0,0,0,0,0,5.24E+14,9.03E+12,2.04E+13,218947225.1,1.56E+11,3.51E+11,3772142.7,7.92E+11,8510631.773,91.45517677,0,-0.157044844,-0.23462006,-0.009724392,-0.269419197,-0.038604307,-0.104628392,0.596115584,-0.106354855,-0.010765675,-0.381835904,14.93116922,train
1750,5528,65116219,171380,36763632.99,311.1235,30558784,3.60E+11,947388640,2.03E+11,1719890.708,4.24E+15,1.12E+13,2.39E+15,20259185962,29371104400,6.30E+12,53320345.43,1.35E+15,11438030169,96797.83225,4073.219,-0.069735579,-0.550605523,0.273219933,-0.608124514,0.282666996,0.055019834,0.740765311,-0.335018904,-0.054515217,-0.379343882,1628.348956,train
75,0,3000715,15050,1136765.081,4.19614,0,0,0,0,0,9.00E+12,45160760750,3.41E+12,12591420.24,226502500,17108314469,63151.907,1.29E+12,4770025.427,17.6075909,0,-0.152245196,-0.221928511,0.076425275,-0.25581164,0.05020731,-0.074372261,0.615710486,-0.133479576,-0.017348125,-0.3787057,4.587224041,train
1255,1.568,26666581,41520,2972025.162,2.20846,2.458624,41813199.01,65103.36,4660135.454,3.46286528,7.11E+14,1.11E+12,7.93E+13,58892077.48,1723910400,1.23E+11,91695.2592,8.83E+12,6563598.689,4.877295572,0.44,-0.170022548,-0.234464988,0.057839039,-0.265950596,0.037950276,-0.085566421,0.617631701,-0.128238491,-0.01643082,-0.373431034,9.379812024,train
491,0.3,4295427,13338,2320756.071,16.27512,0.09,1288628.1,4001.4,696226.8213,4.882536,1.85E+13,57292405326,9.97E+12,69908589.88,177902244,30954244475,217077.5506,5.39E+12,37770583.55,264.879531,0,-0.161443021,-0.227047437,0.076144602,-0.257868959,0.050819429,-0.077415027,0.61866246,-0.132659328,-0.01750802,-0.374843659,3.503434672,train
30,0,34166976,412520,8063860.688,28.3348,0,0,0,0,0,1.17E+15,1.41E+13,2.76E+14,968114431.6,1.70E+11,3.33E+12,11688671.7,6.50E+13,228487879.8,802.860891,0,-0.182069524,-0.26037894,-0.023283494,-0.28298735,-0.05257224,-0.116504995,0.604236937,-0.1022327,-0.010653161,-0.370473728,-6.259068458,train
153,6.596,144304164,92530,12820112.42,28.037,43.507216,951830265.7,610327.88,84561461.52,184.932052,2.08E+16,1.34E+13,1.85E+15,4045855846,8561800900,1.19E+12,2594263.61,1.64E+14,359437491.9,786.073369,4.501,-0.276227556,-0.302376697,-0.025774903,-0.321224839,0.006082535,-0.141425841,0.634992303,-0.107296241,-0.013034135,-0.342270706,73.49195757,train
1733,40.999,11433438,97430,3675779.399,15.63152,1680.918001,468759524.6,3994532.57,150703279.6,640.8766885,1.31E+14,1.11E+12,4.20E+13,178722014.8,9492604900,3.58E+11,1522978.994,1.35E+13,57458019.19,244.3444175,9.81,-0.161092581,-0.236270131,0.056408547,-0.265908522,0.029979253,-0.083327257,0.61590374,-0.128514117,-0.01632188,-0.375382855,6.880742361,train
429,0,17062531,157430,11579218.14,54.07544,0,0,0,0,0,2.91E+14,2.69E+12,1.98E+14,922663871.3,24784204900,1.82E+12,8513096.519,1.34E+14,626151315.8,2924.153211,0,-0.194431164,-0.264035526,0.035991257,-0.276854759,0.00747671,-0.100721637,0.623558905,-0.119549332,-0.015557327,-0.360466688,-2.533733269,train
1534,42,15419354,88780,1775231.773,4.126364,1764,647612868,3728760,74559734.47,173.307288,2.38E+14,1.37E+12,2.74E+13,63625867.25,7881888400,1.58E+11,366338.5959,3.15E+12,7325252.48,17.02687986,65,-0.155960695,-0.230553208,0.056666505,-0.264431192,0.032634339,-0.081482009,0.613639282,-0.129189702,-0.016181101,-0.378477477,11.22168883,train
1176,0,2443261,1301180,874669.3381,2.55332,0,0,0,0,0,5.97E+12,3.18E+12,2.14E+12,6238427.177,1.69E+12,1.14E+12,3322328.918,7.65E+11,2233310.714,6.519443022,0,-0.17969398,-0.257903325,-0.1380538,-0.281638551,-0.25181745,-0.16587111,0.564568839,-0.043951696,-0.000163148,-0.367315774,109.7489402,train
690,0,1258008,20720.59,101600.376,1.09906,0,0,0,0,0,1.58E+12,26066667985,1.28E+11,1382626.272,429342849.9,2105219735,22773.17165,10322636403,111664.9092,1.207932884,0,-0.147549537,-0.218170704,0.07641271,-0.25402147,0.050310872,-0.07289134,0.613843893,-0.133662493,-0.017204203,-0.380897949,4.961944884,train
956,76.295,17542806,2162597,8135214.623,81.52606,5820.927025,1338428384,164995338.1,620676199.7,6220.030748,3.08E+14,3.79E+13,1.43E+14,1430195855,4.68E+12,1.76E+13,176308012.8,6.62E+13,663231995.5,6646.498459,67.278,-0.341662923,-0.321179683,-0.232718144,-0.321231076,-0.43199327,-0.262971399,0.580427533,0.026516336,0.005949423,-0.293959239,118.2788066,train
31,0,35333882,413800,10568145.02,28.315,0,0,0,0,0,1.25E+15,1.46E+13,3.73E+14,1000478869,1.71E+11,4.37E+12,11716747,1.12E+14,299237026.2,801.739225,0,-0.185176728,-0.268066212,-0.025789696,-0.286608201,-0.057493359,-0.118163318,0.606195728,-0.101912887,-0.010727936,-0.368118576,-9.502577873,train
1357,8.211,4829476,14588.9,1836949.59,31.78516,67.420521,39654827.44,119789.4579,15083193.08,260.9879488,2.33E+13,70456742416,8.87E+12,153505667.4,212836003.2,26799073874,463710.5207,3.37E+12,58387736.63,1010.296396,0.08,-0.169179718,-0.22781255,0.076914076,-0.258115392,0.054879102,-0.079610232,0.620533006,-0.132092534,-0.017609316,-0.372400684,3.79864618,train
1192,47.718,3170214,1134330,2079515.941,6.89459,2277.007524,151276271.7,54127958.94,99230341.67,328.9960456,1.01E+13,3.60E+12,6.59E+12,21857325.74,1.29E+12,2.36E+12,7820740.275,4.32E+12,14337409.81,47.53537127,16.5,-0.163875288,-0.257279866,-0.116052654,-0.282628806,-0.212031742,-0.150177569,0.569269995,-0.05907702,-0.002216682,-0.374262439,96.30431291,train
801,4,9920362,53380,6097370.006,36.91632,16,39681448,213520,24389480.02,147.66528,9.84E+13,5.30E+11,6.05E+13,366223258.1,2849424400,3.25E+11,1970593.162,3.72E+13,225092462.3,1362.814682,8,-0.179018459,-0.242726591,0.064083684,-0.265669545,0.038658406,-0.086841377,0.622743398,-0.128267082,-0.017096546,-0.367291883,3.510447743,train
539,2,5404523,26460,4020694.704,33.92788,4,10809046,52920,8041389.408,67.85576,2.92E+13,1.43E+11,2.17E+13,183364007.8,700131600,1.06E+11,897731.7048,1.62E+13,136413647.4,1151.101041,0,-0.173170632,-0.234513164,0.072863402,-0.260968964,0.048339368,-0.082238673,0.621854786,-0.130744345,-0.017500079,-0.369929962,3.007630794,train
347,5.5,498858,780,103329.1584,0.32178,30.25,2743719,4290,568310.3712,1.76979,2.49E+11,389109240,51546577301,160522.5272,608400,80596743.55,250.9884,10676914976,33249.25659,0.103542368,0,-0.147318102,-0.217769297,0.081288123,-0.253766509,0.055111539,-0.071202406,0.615034858,-0.135287058,-0.017600204,-0.380677173,6.833850396,train
1476,0.667,2196078,665.2,239877.8167,30.53278,0.444889,1464784.026,443.6884,159998.5037,20.36536426,4.82E+12,1460831086,5.27E+11,67052366.44,442491.04,159566723.7,20310.40526,57541366945,7324136.604,932.2506545,0,-0.165733693,-0.221685109,0.081405948,-0.254520808,0.060601217,-0.077140316,0.619479014,-0.133122965,-0.017734632,-0.374249017,2.111216029,train
1069,5.395,16289550,56500,136571.5882,2.049441,29.106025,87882122.25,304817.5,736803.7183,11.05673419,2.65E+14,9.20E+11,2.22E+12,33384471.64,3192250000,7716294733,115793.4165,18651798703,279895.4123,4.200208412,2.269,-0.157471857,-0.223557492,0.061589116,-0.259619327,0.040760434,-0.08056636,0.613337145,-0.129342296,-0.016284943,-0.378836725,7.27677219,train
1224,0,21080108,387795.16,454700.054,9.5688,0,0,0,0,0,4.44E+14,8.17E+12,9.59E+12,201711337.4,1.50E+11,1.76E+11,3710734.327,2.07E+11,4350933.877,91.56193344,0,-0.155306801,-0.232750162,-0.00722923,-0.268110875,-0.036106924,-0.103282957,0.595955168,-0.107089079,-0.010891022,-0.382478609,15.41389378,train
185,80,9438785,84530,8252244.06,32.86596,6400,755102800,6762400,660179524.8,2629.2768,8.91E+13,7.98E+11,7.79E+13,310214730.3,7145320900,6.98E+11,2778159.599,6.81E+13,271217923.2,1080.171327,74,-0.172425107,-0.252442548,0.06081587,-0.273582682,0.03042416,-0.08527807,0.623414113,-0.130426515,-0.017302849,-0.368225722,15.90507762,train
1030,0,441525,1280,45105.17748,6.16693,0,0,0,0,0,1.95E+11,565152000,19915063487,2722853.768,1638400,57734627.17,7893.6704,2034477036,278160.4722,38.03102562,0.16,-0.15073031,-0.217971443,0.081167989,-0.253412112,0.056026189,-0.072387601,0.615663218,-0.13467371,-0.017583685,-0.379544898,4.638151679,train
1755,0.8,25167261,128120,893782.5331,0.868,0.64,20133808.8,102496,715026.0265,0.6944,6.33E+14,3.22E+12,2.25E+13,21845182.55,16414734400,1.15E+11,111208.16,7.99E+11,775803.2387,0.753424,0.3,-0.161428207,-0.229209916,0.041381424,-0.264521661,0.021465566,-0.088308517,0.610144922,-0.1233994,-0.014870522,-0.378482767,6.573801028,train
1486,0,8680516,18158.8,247491.0582,0.19956,0,0,0,0,0,7.54E+13,1.58E+11,2.15E+12,1732283.773,329742017.4,4494140628,3623.770128,61251823889,49389.31557,0.039824194,0,-0.153137284,-0.220588065,0.073127497,-0.256349604,0.049619881,-0.075603279,0.614744513,-0.132658408,-0.017071168,-0.37934784,6.643673003,train
108,6686,24601860,3718370,27835075.44,231.32216,44702596,1.64E+11,24861021820,1.86E+11,1546619.962,6.05E+14,9.15E+13,6.85E+14,5690955395,1.38E+13,1.04E+14,860141380.1,7.75E+14,6438869775,53509.94171,666,0.036806033,-0.591646472,-0.166713389,-0.657542046,-0.461061948,-0.092981372,0.61837762,-0.16621696,-0.017798027,-0.401448849,924.9662588,train
1747,1000,63700215,171820,37839277.31,322.17306,1000000,63700215000,171820000,37839277310,322173.06,4.06E+15,1.09E+13,2.41E+15,20522493189,29522112400,6.50E+12,55355775.17,1.43E+15,12190795759,103795.4806,753,-0.324385435,-0.414095572,0.056109066,-0.386528171,0.06328953,-0.126034954,0.690983481,-0.148156623,-0.024682058,-0.300298565,691.2098843,train
1737,3,59370479,169760,37147177.69,339.83164,9,178111437,509280,111441533.1,1019.49492,3.52E+15,1.01E+13,2.21E+15,20175967246,28818457600,6.31E+12,57689819.21,1.38E+15,12623786316,115485.5435,1,-0.385766913,-0.375402121,0.004022665,-0.325675589,0.021351461,-0.167720614,0.676820021,-0.100877223,-0.017187692,-0.282419161,383.7776638,train
977,0,2337170,15810,1483910.373,5.01854,0,0,0,0,0,5.46E+12,36950657700,3.47E+12,11729181.13,249956100,23460622997,79343.1174,2.20E+12,7447063.563,25.18574373,0,-0.152582507,-0.222855926,0.076481603,-0.256091457,0.049654978,-0.074479269,0.616012112,-0.133473875,-0.017380051,-0.378345944,4.193739793,train
