,code,Country,PV_cum_capacity MW last year,PV_added_capacity_MW,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),Code,PV_capacity_additions_MW,Predicted_PV_capacity_additions_MW,set,residual
315,BFA,Burkina Faso,5.8,0.5,17072791,123000,815524.5591,1.4684965,13,,,,
316,BFA,Burkina Faso,6.3,0.7,17586029,121000,892837.4341,1.5586895,13,,,,
317,BFA,Burkina Faso,7,1,18110616,121000,917090.7879,1.827849,13,,,,
318,BFA,Burkina Faso,8,2,18646350,121000,1037102.57,1.9339,13,,,,
319,BFA,Burkina Faso,10,36.8,19193236,121000,1152246.701,2.06002,13,,,,
320,BFA,Burkina Faso,46.8,15,19751466,121000,1284214.673,2.0774,13,,,,
321,BDI,Burundi,0,0,6525546,18510,78204.75061,0.14288,10,,,,
322,BDI,Burundi,0,0,6704118,18340,126200.9969,0.15404,10,,,,
323,BDI,Burundi,0,0,7131688,18480,174384.7467,0.14856,10,,,,
324,BDI,Burundi,0,0.1,7364857,18190,181412.6218,0.16121,10,,,,
325,BDI,Burundi,0.1,0.1,7607850,17830,186673.8205,0.16242,10,,,,
326,BDI,Burundi,0.2,0.1,7862226,17330,195701.0276,0.18674,10,,,,
327,BDI,Burundi,0.3,0.1,8126104,17830,216844.2672,0.18109,10,,,,
328,BDI,Burundi,0.4,0,8397661,18330,236841.7445,0.20546,10,0,-172.7746551,test,172.7746551
329,BDI,Burundi,0.4,0.2,8675606,18330,282357.1458,0.233477,10,,,,
330,BDI,Burundi,0.8,0.803,9245992,19330,283781.6935,0.2385,10,,,,
331,BDI,Burundi,1.603,1,9540302,20330,360392.5425,0.26482,10,1,-175.4405839,test,176.4405839
332,BDI,Burundi,2.603,0.2,9844301,20330,447546.521,0.26491,10,0.2,-173.8169058,test,174.0169058
333,BDI,Burundi,2.803,0.3,10160034,20330,521518.6043,0.2634,10,,,,
334,BDI,Burundi,3.103,1,10488002,20330,386071.7548,0.27112,10,1,-180.1093891,test,181.1093891
335,BDI,Burundi,4.103,1,10827010,20330,424198.9974,0.35947,10,,,,
336,BDI,Burundi,5.103,0,11175379,20330,453458.895,0.35090284,10,,,,
337,CPV,Cabo Verde,0,0,435701,730,7461.554036,0.14415,29,,,,
338,CPV,Cabo Verde,0,0,442955,740,18053.34077,0.15903,29,,,,
339,CPV,Cabo Verde,0,0,449925,740,21286.35699,0.17391,29,0,-126.9370918,test,126.9370918
340,CPV,Cabo Verde,0,0,456619,750,28246.77081,0.19158,29,,,,
341,CPV,Cabo Verde,0,0,463034,750,35309.58372,0.20646,29,,,,
342,CPV,Cabo Verde,0,0,469171,760,40096.99353,0.21948,29,0,-126.3057017,test,126.3057017
343,CPV,Cabo Verde,0,0,475067,760,46104.96656,0.23529,29,,,,
344,CPV,Cabo Verde,0,0,480846,780,57914.82406,0.2511,29,,,,
345,CPV,Cabo Verde,0,0,486667,780,73746.64565,0.26133,29,,,,
346,CPV,Cabo Verde,0,5.5,492644,780,88724.00156,0.30225,29,,,,
347,CPV,Cabo Verde,5.5,0,498858,780,103329.1584,0.32178,29,,,,
348,CPV,Cabo Verde,5.5,0.074,505241,840,104066.1084,0.33387,29,,,,
349,CPV,Cabo Verde,5.574,0.077,511740,840,117426.1107,0.35805,29,,,,
350,CPV,Cabo Verde,5.651,0.154,518276,790,124236.7738,0.37944,29,,,,
351,CPV,Cabo Verde,5.805,0.313,524740,790,121021.105,0.37293,29,,,,
352,CPV,Cabo Verde,6.118,0.056,531140,790,127501.9051,0.39339,29,,,,
353,CPV,Cabo Verde,6.174,0.061,537499,790,131137.3901,0.427104,29,0.061,-122.1910099,test,122.2520099
354,CPV,Cabo Verde,6.235,1.301,543764,790,128418.0816,0.42691262,29,,,,
355,KHM,Cambodia,0.094,0.091,12405411,48900,295237.6159,0.38652,71,,,,
356,KHM,Cambodia,0.185,0.098,12637719,50000,314607.1619,0.59712,71,,,,
357,KHM,Cambodia,0.283,0.045,12856171,51000,375163.6348,0.64116,71,,,,
358,KHM,Cambodia,0.328,0.032,13066475,52300,368100.9071,0.61662,71,,,,
359,KHM,Cambodia,0.36,0.183,13273355,53560,449775.6058,0.8317,71,,,,
360,KHM,Cambodia,0.543,0.15,13477705,53550,765338.1859,1.02134,71,,,,
361,KHM,Cambodia,0.693,0.863,13679953,53550,1000614.663,1.29056,71,,,,
362,KHM,Cambodia,1.556,0.346,13883835,53550,1266543.108,1.50598,71,,,,
363,KHM,Cambodia,1.902,0.238,14093605,53550,1658669.391,1.73142,71,,,,
364,KHM,Cambodia,2.14,0.056,14312205,54550,1998697.948,2.2046,71,,,,
365,KHM,Cambodia,2.196,1.703,14541421,54550,2165227.76,2.5302,71,,,,
366,KHM,Cambodia,9.187,3.002,15521435,55660,2038838.218,4.97294,71,,,,
367,KHM,Cambodia,18.363,11.015,16009413,55660,2102721.162,6.82882,71,,,,
368,KHM,Cambodia,29.378,-0.595,16249795,55660,2224232.997,8.40457,71,-0.595,-145.5847639,test,144.9897639
369,CMR,Cameroon,0,0,15928910,91600,741602.2958,2.59298,27,,,,
370,CMR,Cameroon,0,0,16357605,91600,831795.6863,2.49792,27,,,,
371,CMR,Cameroon,0,0.1,16800869,91600,860637.9638,2.76264,27,,,,
372,CMR,Cameroon,0.1,0,17259322,92100,879067.296,3.2696,27,,,,
373,CMR,Cameroon,0.1,0,17733408,92130,1037510.727,3.25408,27,,,,
374,CMR,Cameroon,0.1,0,18223677,92130,1240941.325,4.40374,27,,,,
375,CMR,Cameroon,0.1,0.1,18730283,92130,1360101.353,4.6358,27,,,,
376,CMR,Cameroon,0.2,0,19252674,92630,1517709.478,5.01868,27,,,,
377,CMR,Cameroon,0.2,0.3,19789922,93130,1790512.942,5.10124,27,,,,
378,CMR,Cameroon,0.5,0.5,20341236,97000,2269475.692,5.1826,27,,,,
379,CMR,Cameroon,1,1.4,20906392,97500,2523853.044,4.70125,27,,,,
380,CMR,Cameroon,2.4,0.4,21485267,97500,2812924.307,4.8986,27,,,,
381,CMR,Cameroon,2.8,0.8,22077300,97500,3375985.722,5.09993,27,,,,
382,CMR,Cameroon,3.6,2,22681853,97500,3692803.1,5.34883,27,,,,
383,CMR,Cameroon,5.6,1.8,23298376,97500,3951961.611,6.08155,27,,,,
384,CMR,Cameroon,7.4,1.6,23926549,97500,2985442.217,5.28157,27,,,,
385,CMR,Cameroon,9,2.596,24566070,97500,3134691.969,6.0988,27,2.596,-178.1996912,test,180.7956912
386,CMR,Cameroon,11.596,2.596,25216261,97500,3597672.064,6.53483,27,,,,
387,CAN,Canada,9,1,31360079,620910,18673857.32,513.18464,23,,,,
388,CAN,Canada,22,7,32889025,600080,20917439.47,560.760367,23,,,,
389,CAN,Canada,29,9,33247118,594320,21200822.34,559.070389,23,,,,
390,CAN,Canada,38,69,33628895,588560,21208321.31,537.043882,23,,,,
391,CAN,Canada,107,142,34004889,582800,20966003.17,534.218016,23,,,,
392,CAN,Canada,249,379,34339328,576997,21794251.01,551.989851,23,379,742.4846751,test,-363.4846751
393,CAN,Canada,628,138,34714222,577710,22210426.57,542.857979,23,,,,
394,CAN,Canada,766,444,35082954,578420,22920500.15,563.538324,23,,,,
395,CAN,Canada,1210,633,35437435,579130,23251531.42,559.837676,23,,,,
396,CAN,Canada,1843,676,35702908,579850,23130827.58,544.229302,23,,,,
397,CAN,Canada,2519,146,36109487,580500,23990846.51,549.710493,23,,,,
398,CAN,Canada,2665,267,36545295,580240,25187933.96,547.886195,23,,,,
399,CAN,Canada,2932,163,37065178,581990,25987516.35,554.930418,23,,,,
400,CYM,Cayman Islands,0,0,43934,27,10704.30364,0.3949803,32,,,,
401,CYM,Cayman Islands,0,0,45347,27,10037.1235,0.416733,32,,,,
402,CYM,Cayman Islands,0,0,46624,27,10740.20649,0.43059,32,0,-124.4728854,test,124.4728854
403,CYM,Cayman Islands,0,0,50729,27,10305.74853,0.45198,32,,,,
404,CYM,Cayman Islands,0,0,52280,27,11101.52171,0.50778,32,,,,
405,CYM,Cayman Islands,0,0,53835,27,15666.08686,0.529,32,,,,
406,CYM,Cayman Islands,0,0,57877,27,16326.30856,0.541,32,,,,
407,CYM,Cayman Islands,0,0,58963,27,15758.03292,0.548,32,,,,
408,CYM,Cayman Islands,0,0,59933,27,14691.62236,0.556,32,,,,
409,CYM,Cayman Islands,0,0,60848,27,16610.89539,0.568,32,0,-124.2438705,test,124.2438705
410,CYM,Cayman Islands,0,0,61721,27,15955.53328,0.586,32,,,,
411,TCD,Chad,0,0,8678049,489300,71415.13575,0.08742,126,,,,
412,TCD,Chad,0,0,9373913,488300,86430.28741,0.10044,126,,,,
413,TCD,Chad,0,0,9734761,488300,117427.4995,0.10695,126,,,,
414,TCD,Chad,0,0,10096630,489300,143442.8178,0.11253,126,,,,
415,TCD,Chad,0,0,11183589,489310,217301.6092,0.13113,126,,,,
416,TCD,Chad,0,0,11560142,490350,232223.6086,0.15996,126,0,-324.4834811,test,324.4834811
417,TCD,Chad,0,0.002,11952134,492350,250523.9045,0.17484,126,,,,
418,TCD,Chad,0.002,0,12360986,493350,273789.6699,0.17647,126,,,,
419,TCD,Chad,0.05,0,13663562,502360,469184.8623,0.254093,126,,,,
420,TCD,Chad,0.05,0.122,14110971,502370,458790.0138,0.257899,126,,,,
421,CHL,Chile,0,0,15684413,155650,6333091.511,41.3827,25,,,,
422,CHL,Chile,0,0,15849649,154250,6889769.455,44.06254,25,,,,
423,CHL,Chile,0,0,16014972,159350,7035416.958,47.22554,25,0,34.0409045,test,-34.0409045
424,CHL,Chile,0,0,16182713,158850,7989217.569,48.37876,25,,,,
425,CHL,Chile,0,0,16354507,158000,7888542.274,50.92482,25,,,,
426,CHL,Chile,0,0,16530201,157320,8919145.814,53.01022,25,,,,
427,CHL,Chile,0,0,16708255,157840,9478805.23,53.5916,25,,,,
428,CHL,Chile,0,0,16886184,157820,10285627.8,53.45744,25,0,158.6781023,test,-158.6781023
429,CHL,Chile,0,0,17062531,157430,11579218.14,54.07544,25,,,,
430,CHL,Chile,0,0,17233584,157890,12455880.77,59.30442,25,,,,
431,CHL,Chile,0,2,17400359,157550,13212278.5,63.4112,25,2,275.1388966,test,-273.1388966
432,CHL,Chile,2,13,17571511,157810,14049528.5,65.14154,25,,,,
433,CHL,Chile,15,206,17758969,157612,14712663.32,63.40622,25,,,,
434,CHL,Chile,221,355,17969356,157850,15321881.12,68.6281,25,355,388.4522867,test,-33.45228673
435,CHL,Chile,576,549,18209072,157418,15876151.35,73.21866,25,,,,
436,CHL,Chile,1125,684,18470435,157570,16339762.55,72.0326,25,,,,
437,CHL,Chile,1809,328,18729166,156930,17024120.58,75.584284,25,328,684.4346798,test,-356.4346798
438,CHN,China,33.515,4.505,1271850000,5243228.444,124502797.9,1314.783,26,,,,
439,CHN,China,38.02,18.51,1280400000,5249146.889,161695057.4,1459.429,26,,,,
440,CHN,China,56.53,10.07,1288400000,5255055.333,199092324.4,1676.829,26,10.07,-787.0914758,test,797.1614758
441,CHN,China,66.6,10,1296075000,5260913.778,229291990,1955.39,26,,,,
442,CHN,China,76.6,64.6,1303720000,5266822.222,248841035,2196.172,26,,,,
443,CHN,China,141.2,19,1311020000,5272720.667,265077632.6,2523.947,26,19,2186.429448,test,-2167.429448
444,CHN,China,160.2,38.8,1317885000,5278619.111,270446070.3,2891.542,26,,,,
445,CHN,China,199,54,1324655000,5284517.556,273993232.2,3070.881,26,,,,
446,CHN,China,253,161.8,1331260000,5290386,298775479.5,3290.14,26,,,,
447,CHN,China,414.8,607,1337705000,5289168,323704412.5,3713.68162,26,,,,
448,CHN,China,1021.8,2086,1345035000,5288851,344972559.8,4178.89156,26,,,,
449,CHN,China,3107.8,3610,1354190000,5287995,389000148.7,4435.14858,26,,,,
450,CHN,China,6717.8,11030,1363240000,5288015,442148763.5,4845.35502,26,,,,
451,CHN,China,17747.8,10640,1371860000,5286950,582090197.6,5069.99456,26,,,,
452,CHN,China,28387.8,15150,1379860000,5286334,635293452,5250.58386,26,15150,21942.45628,test,-6792.456285
453,CHN,China,43537.8,34250,1387790000,5285529,666403158.8,5565.16154,26,,,,
454,CHN,China,77787.8,53013.49,1396215000,5285311,685168234.7,5953.57732,26,,,,
455,CHN,China,130801.29,44214.574,1402760000,5285287,709858825.4,6452.118661,26,44214.574,40313.26083,test,3901.313173
456,COL,Colombia,0.6,0.389,40255956,417450,10203866.1,33.87712,28,,,,
457,COL,Colombia,0.989,0.04,40875363,416070,10394854.42,34.72602,28,,,,
458,COL,Colombia,1.069,0.023,42075953,423910,11838754.84,37.43962,28,,,,
459,COL,Colombia,1.092,0.029,42647731,425570,13089509.69,37.78608,28,,,,
460,COL,Colombia,1.121,0.043,43200901,421740,14126469.18,40.48912,28,0.043,61.58126563,test,-61.53826563
461,COL,Colombia,1.164,0.02,43737512,424360,14761383.6,42.21151,28,,,,
462,COL,Colombia,1.184,0.047,44254972,426140,15965844.15,42.76446,28,,,,
463,COL,Colombia,1.231,0.024,44750054,425400,16789768.09,46.3906,28,,,,
464,COL,Colombia,1.255,0.019,45222699,425030,17823766.45,48.10898,28,,,,
465,COL,Colombia,1.274,0.034,45662747,417210,19649735.07,50.95378,28,,,,
466,COL,Colombia,1.308,0.014,46075721,426176,20875665.4,52.67862,28,,,,
467,COL,Colombia,1.322,0.061,46495492,448156,22658698.57,65.53038,28,0.061,379.7716009,test,-379.7106009
468,COL,Colombia,1.383,0.035,46967706,447847,24149095.06,62.63444,28,,,,
469,COL,Colombia,1.418,0.045,47520667,447539,25320027.76,68.8622,28,0.045,478.5601577,test,-478.5151577
470,COL,Colombia,1.463,0.057,48175048,447230,26729563.64,68.06908,28,,,,
471,COL,Colombia,1.52,9.8,48909844,494990,27601795.37,72.1846,28,,,,
472,COL,Colombia,11.32,77.117,49661056,494920,27476216.67,70.1992,28,,,,
473,CRI,Costa Rica,1.665,0.383,4225156,18220,1126329.393,6.84404,30,0.383,-107.938855,test,108.321855
474,CRI,Costa Rica,6.198,0.644,4633086,18190,2122830.858,8.61222,30,,,,
475,CRI,Costa Rica,6.842,3.02,4688003,18120,2255331.21,8.9872,30,,,,
476,CRI,Costa Rica,9.862,2.852,4742111,18010,2323953.131,9.05824,30,,,,
477,CRI,Costa Rica,12.714,3.957,4795390,17780,2504688.334,9.18542,30,,,,
478,CRI,Costa Rica,16.671,5.813,4847805,17775,2571888.117,9.45752,30,,,,
479,CRI,Costa Rica,22.484,1.084,4899336,17775,2627940.07,9.80942,30,1.084,-49.04146815,test,50.12546815
480,CRI,Costa Rica,23.568,4.4,4949955,17795,2798108.102,9.93278,30,4.4,-42.55168925,test,46.95168925
481,CRI,Costa Rica,27.968,0,4999443,17825,2765196.951,10.063571,30,,,,
482,HRV,Croatia,0,0,4299642,11780,1510594.019,12.34516,57,,,,
483,HRV,Croatia,0,0,4302174,11810,1631388.733,12.74052,57,0,-83.4773447,test,83.4773447
484,HRV,Croatia,0,0,4303399,11960,1754647.313,12.83796,57,,,,
485,HRV,Croatia,0,0,4304600,11760,1810560.797,13.5151,57,0,-76.04893252,test,76.04893252
486,HRV,Croatia,0,0,4310145,12110,1929397.251,14.23518,57,,,,
487,HRV,Croatia,0,0,4311159,12300,1965254.289,14.97544,57,0,-69.3040462,test,69.3040462
488,HRV,Croatia,0,0,4310217,12020,2033892.197,15.45288,57,,,,
489,HRV,Croatia,0,0,4309705,12891,2118831.978,16.00566,57,,,,
490,HRV,Croatia,0,0.3,4305181,12996,2100319.989,15.21908,57,0.3,-64.08504699,test,64.38504699
491,HRV,Croatia,0.3,0,4295427,13338,2320756.071,16.27512,57,,,,
492,HRV,Croatia,0.3,0,4280622,13261,2449706.711,16.1057,57,,,,
493,HRV,Croatia,0.3,3.7,4267558,13310,2588152.222,15.70014,57,,,,
494,HRV,Croatia,4,15,4255689,15673,2788961.072,15.45968,57,15,-37.19497815,test,52.19497815
495,HRV,Croatia,19,14,4238389,15085,2861346.205,15.27506,57,,,,
496,HRV,Croatia,33,14.8,4203604,15372,2795019.185,15.86632,57,,,,
497,HRV,Croatia,47.8,8,4174349,15460,2777293.704,15.92594,57,8,-30.42658208,test,38.42658208
498,HRV,Croatia,55.8,4.2,4124531,14970,2799136.161,16.55492,57,4.2,-27.56308597,test,31.76308597
499,HRV,Croatia,60,7.7,4087843,14840,2765598.632,16.771772,57,7.7,-27.84253224,test,35.54253224
500,CUB,Cuba,0,0,11164676,66560,2815980.361,12.06946,31,,,,
501,CUB,Cuba,0,0,11199664,66540,3027922.068,12.39386,31,,,,
502,CUB,Cuba,0,0,11229185,66380,3683050.083,12.50338,31,,,,
503,CUB,Cuba,0,0,11250369,65280,6056351.51,12.337404,31,,,,
504,CUB,Cuba,0,0,11261586,66370,7003922.566,12.11786,31,0,65.144752,test,-65.144752
505,CUB,Cuba,0,0,11261241,66300,9757210.815,12.86246,31,0,171.9768047,test,-171.9768047
506,CUB,Cuba,0,0,11251117,66200,11867745.54,13.627066,31,0,254.0709105,test,-254.0709105
507,CUB,Cuba,0,0,11236975,65670,13158588.43,13.84938,31,,,,
508,CUB,Cuba,0,0,11226711,65138,12809419.26,13.95412,31,,,,
509,CUB,Cuba,0,0,11225833,64612,10647959.37,13.61962,31,,,,
510,CUB,Cuba,0,0,11236671,64078,9092506.504,13.94078,31,,,,
511,CUB,Cuba,0,0.6,11257112,64056,7185358.112,14.46036,31,,,,
512,CUB,Cuba,0.6,10.4,11282722,63423,5558787.146,15.09758,31,,,,
513,CUB,Cuba,11,11,11306909,62788.8,4631419.81,15.28872,31,,,,
514,CUB,Cuba,22,1.8,11324777,62403,4089852.682,15.98378,31,1.8,-40.93073921,test,42.73073921
515,CUB,Cuba,23.8,13.2,11335108,62267,3858449.247,16.16112,31,,,,
516,CUB,Cuba,37,28.467,11339255,63000,4525852.648,16.19368,31,,,,
517,CUB,Cuba,65.467,62.618,11338146,63000,4691613.779,16.34166,31,,,,
518,CYP,Cyprus,0,0,960274,1400,207539.4124,3.105,33,0,-121.1641252,test,121.1641252
519,CYP,Cyprus,0,0,976968,1400,245241.3328,3.391,33,,,,
520,CYP,Cyprus,0,0,993562,1540,317578.2798,3.65,33,,,,
521,CYP,Cyprus,0,1,1010410,1560,362370.3043,3.735,33,,,,
522,CYP,Cyprus,1,0,1027657,1670,341396.0964,3.95,33,,,,
523,CYP,Cyprus,1,0,1045508,1570,349407.8371,4.152,33,,,,
524,CYP,Cyprus,1,0,1063708,1472,384783.7008,4.364,33,,,,
525,CYP,Cyprus,1,1,1081568,1156,460942.6506,4.622,33,,,,
526,CYP,Cyprus,2,2,1098089,1276,571049.0065,4.667,33,2,-106.6280807,test,108.6280807
527,CYP,Cyprus,4,3,1112617,1145,537522.8594,4.78806,33,,,,
528,CYP,Cyprus,7,3,1124837,1163,523496.1035,4.48494,33,,,,
529,CYP,Cyprus,10,7,1135046,1169,520572.8465,4.3124,33,,,,
530,CYP,Cyprus,17,18,1143866,1088.3,543625.0829,3.86922,33,,,,
531,CYP,Cyprus,35,29,1152297,1089.8,611919.8439,3.93202,33,,,,
532,CYP,Cyprus,64,12,1160987,1266.8,697767.4743,4.0709,33,,,,
533,CYP,Cyprus,76,8,1170189,1093.9,786028.9645,4.35722,33,,,,
534,CYP,Cyprus,84,26.046,1179685,1214.2,895862.3581,4.50186,33,26.046,-82.8004397,test,108.8464397
535,CYP,Cyprus,110.046,8.433,1189262,1309.47,967311.0071,4.626833,33,,,,
536,DNK,Denmark,1,0,5358783,26760,3215156.142,32.88744,36,,,,
537,DNK,Denmark,1,1,5375931,26650,3414165.711,33.20028,36,,,,
538,DNK,Denmark,2,0,5390574,26580,3638868.171,33.3268,36,,,,
539,DNK,Denmark,2,0,5404523,26460,4020694.704,33.92788,36,,,,
540,DNK,Denmark,2,1,5419432,27070,4355842.008,34.55092,36,,,,
541,DNK,Denmark,3,0,5437272,27100,4296512.24,34.97284,36,,,,
542,DNK,Denmark,3,0,5461438,26630,4290079.301,34.72604,36,0,22.78586486,test,-22.78586486
543,DNK,Denmark,3,0,5493621,26680,4157687.231,34.356,36,,,,
544,DNK,Denmark,3,2,5523095,26340,4102762.638,32.82,36,2,13.99416036,test,-11.99416036
545,DNK,Denmark,5,2,5547683,26260,4082910.064,33.56184,36,,,,
546,DNK,Denmark,7,10,5570572,26900,4275878.961,33.1318,36,,,,
547,DNK,Denmark,17,385,5591572,26240,4423398.791,32.85696,36,,,,
548,DNK,Denmark,402,169,5614932,26280,4544222.745,32.8264,36,,,,
549,DNK,Denmark,571,36,5643475,26526.31,4572856.056,32.25744,36,,,,
550,DNK,Denmark,607,175.108,5683483,26338.99,4667815.813,32.53288,36,,,,
551,DNK,Denmark,782.108,68.845,5728010,26256.3,4642938.599,33.03236,36,,,,
552,DNK,Denmark,850.953,55.397,5764980,26312.89,4647497.441,33.401693,36,,,,
553,DNK,Denmark,906.35,91.65,5793636,26320,4703467.769,32.97458,36,91.65,166.5263774,test,-74.87637743
554,DJI,Djibouti,0,0,733019,16810,5042.657519,0.16647,35,,,,
555,DJI,Djibouti,0,0,746947,17010,7538.338543,0.17484,35,0,-133.854341,test,133.854341
556,DJI,Djibouti,0,0,759639,17010,9574.186123,0.17484,35,,,,
557,DJI,Djibouti,0,0,771599,17010,12111.17232,0.18786,35,,,,
558,DJI,Djibouti,0,0,783248,17010,18007.41886,0.2232,35,,,,
559,DJI,Djibouti,0,0,794554,17013,20047.62986,0.24459,35,,,,
560,DJI,Djibouti,0,0,805456,17015,21825.84345,0.28272,35,,,,
561,DJI,Djibouti,0,0,816361,17012,22720.95956,0.29667,35,0,-133.6191117,test,133.6191117
562,DJI,Djibouti,0,0,827820,17013,29282.97316,0.30504,35,,,,
563,DJI,Djibouti,0,0,840194,17016,30383.76825,0.33108,35,,,,
564,DJI,Djibouti,0,0,853671,17020,45631.44862,0.33852,35,,,,
565,ECU,Ecuador,0.02,0,14535740,74450,5636237.288,15.10904,38,,,,
566,ECU,Ecuador,0.04,0.04,15474099,75069,6161270.851,19.02034,38,,,,
567,ECU,Ecuador,0.08,3.82,15707473,75130,6333637.747,20.0121,38,,,,
568,ECU,Ecuador,26.4,-0.87,16212022,57890,7277938.364,22.19106,38,,,,
569,ECU,Ecuador,25.59,1.159,17084359,54480,8131774.021,24.604748,38,1.159,87.81950833,test,-86.66050833
570,EGY,Egypt,0.1,0.4,70152662,33380,20873545.32,68.22234,39,,,,
571,EGY,Egypt,0.5,0.1,71485044,34240,22016349.96,72.80158,39,,,,
572,EGY,Egypt,0.6,0,72826102,34090,20143517.73,78.82444,39,0,243.5155748,test,-243.5155748
573,EGY,Egypt,0.6,0,74172073,34780,21457758.83,83.19628,39,,,,
574,EGY,Egypt,0.6,0,75523576,35230,22747701.73,89.77856,39,,,,
575,EGY,Egypt,0.6,0,76873670,35330,23007943.63,96.58724,39,0,340.3703749,test,-340.3703749
576,EGY,Egypt,0.6,0.1,78232124,35380,23681631.26,105.10492,39,,,,
577,EGY,Egypt,0.7,0.2,79636081,35420,23881212.46,110.3652,39,,,,
578,EGY,Egypt,0.9,0.4,81134789,36890,24774897.67,117.40596,39,,,,
579,EGY,Egypt,1.3,13.7,82761244,36710,26001298.77,122.69624,39,,,,
580,EGY,Egypt,15,0,84529251,36200,22668818.2,121.56234,39,,,,
581,EGY,Egypt,15,0,86422240,36960,23963193.88,123.30362,39,,,,
582,EGY,Egypt,15,0,88404652,37309.7,26625579.91,120.9243,39,,,,
583,EGY,Egypt,15,0,90424668,37151.9,28093234.88,130.5853,39,,,,
584,EGY,Egypt,15,10,92442549,37898.771,32380895.85,135.58664,39,,,,
585,EGY,Egypt,25,14,94447071,37337.654,31978748.4,131.12898,39,,,,
586,EGY,Egypt,39,121,96442590,38359.688,33913574.1,142.649584,39,,,,
587,EGY,Egypt,160,584.2,98423602,38359.688,38291652.35,145.004464,39,,,,
588,SLV,El Salvador,0.044,0,5927001,14026.2,1219829.595,3.9271,118,,,,
589,SLV,El Salvador,0.044,0,5962139,14071.2,1270510.41,3.8031,118,,,,
590,SLV,El Salvador,0.044,0,5994075,14116.2,1316387.534,4.0101,118,,,,
591,SLV,El Salvador,0.044,0,6023801,14161.2,1364249.353,4.0047,118,,,,
592,SLV,El Salvador,0.044,0,6052124,14206.2,1388921.871,4.4625,118,,,,
593,SLV,El Salvador,0.044,0,6079395,14251.2,1410274.395,4.9101,118,0,-108.8842971,test,108.8842971
594,SLV,El Salvador,0.044,0,6105810,14296.2,1482924.753,5.2991,118,,,,
595,SLV,El Salvador,0.044,0,6131767,14341.2,1539999.467,5.2671,118,0,-103.9897104,test,103.9897104
596,SLV,El Salvador,0.044,0,6157678,14386.2,1576823.758,5.2661,118,,,,
597,SLV,El Salvador,0.044,0,6183877,14431.2,1614856.362,5.16958,118,0,-101.511932,test,101.511932
598,SLV,El Salvador,0.044,0,6210567,14476.2,1688473.027,5.3288,118,,,,
599,SLV,El Salvador,0.044,0,6237922,14521.2,1747940.016,5.5583,118,,,,
600,SLV,El Salvador,0.044,12.459,6266076,14566.2,1776562.842,5.87714,118,12.459,-95.34892591,test,107.8079259
601,SLV,El Salvador,12.503,0,6295124,14611.2,1754286.736,5.81652,118,,,,
602,SLV,El Salvador,12.503,11.073,6325121,14656.2,1769139.558,6.186,118,,,,
603,SLV,El Salvador,23.576,1.211,6356137,14701.2,1774512.1,6.119822,118,,,,
604,SLV,El Salvador,24.787,95.736,6388124,14746.2,1826127.675,6.107,118,,,,
605,SLV,El Salvador,120.523,77.173,6420740,14791.2,1885895.205,6.218,118,,,,
606,ERI,Eritrea,0,0,2374721,75320,56983.09242,0.18008,40,,,,
607,ERI,Eritrea,0,0,2481059,75320,52787.50705,0.20052,40,,,,
608,ERI,Eritrea,0,0,2719809,75000,42475.8015,0.21808,40,,,,
609,ERI,Eritrea,0.001,0,3119920,75920,83332.7509,0.24442,40,,,,
610,ERI,Eritrea,0.001,0.003,3170437,75920,102782.7135,0.25546,40,,,,
611,EST,Estonia,0,0,1388115,8900,814288.2728,5.8305,42,0,-100.6871012,test,100.6871012
612,EST,Estonia,0,0,1379350,6982,848813.4863,6.14144,42,,,,
613,EST,Estonia,0,0,1370720,8287,882731.047,6.52174,42,,,,
614,EST,Estonia,0,0,1362550,7704,901787.8832,6.78336,42,0,-96.18736194,test,96.18736194
615,EST,Estonia,0,0,1354775,8819,920065.6857,6.88836,42,,,,
616,EST,Estonia,0,0,1346810,8985,914024.9081,7.32888,42,,,,
617,EST,Estonia,0,0,1340680,9146,907301.5486,7.6933,42,0,-95.64145467,test,95.64145467
618,EST,Estonia,0,0,1337090,9068,888387.2136,7.88696,42,,,,
619,EST,Estonia,0,0.1,1334515,9318,889212.9653,7.48082,42,,,,
620,EST,Estonia,0.1,0,1331475,9488,907859.6949,7.9479,42,,,,
621,EST,Estonia,0.1,0.1,1327439,9460,934106.7077,7.67936,42,,,,
622,EST,Estonia,0.2,0.18,1322696,9559,957302.1382,8.2189,42,0.18,-93.33885122,test,93.51885122
623,EST,Estonia,0.38,1.12,1317997,9650,974279.5476,8.0643,42,,,,
624,EST,Estonia,1.5,1.84,1314545,9740,963663.522,8.19396,42,,,,
625,EST,Estonia,3.34,3.16,1315407,9930,949297.8963,8.25592,42,,,,
626,EST,Estonia,6.5,3.5,1315790,10030,939348.3957,8.79402,42,3.5,-92.82866674,test,96.32866674
627,EST,Estonia,10,5,1317384,10020,909599.9203,8.74744,42,,,,
628,EST,Estonia,15,16.9,1321977,10040,930214.8368,9.10156,42,,,,
629,SWZ,Eswatini,0.003,0,1019054,12240,45710.48208,1.40257,124,,,,
630,SWZ,Eswatini,0.009,0.039,1026287,12240,57405.77583,1.19548,124,,,,
631,SWZ,Eswatini,0.048,0.067,1030575,12240,51746.40817,1.42628,124,,,,
