,code,Country,PV_cum_capacity MW last year,PV_added_capacity_MW,total_population,agri_land_area,tertiary,electricity net consumption (billion kWh),Code,PV_capacity_additions_MW,Predicted_PV_capacity_additions_MW,set,residual
1740,GBR,UK,8,3,60401206,169560,35616234.8,351.0221,48,,,,
1741,GBR,UK,11,3,60846820,178380,35919362.62,348.40208,48,,,,
1742,GBR,UK,14,4,61322463,176470,35870274.65,344.982,48,,,,
1743,GBR,UK,18,5,61806995,176840,35009898.28,343.588,48,,,,
1744,GBR,UK,23,4,62276270,173250,36058291.5,323.682,48,,,,
1745,GBR,UK,27,68,62766365,172240,36984045.74,330.96966,48,,,,
1746,GBR,UK,95,905,63258810,171640,37415012.27,320.47616,48,,,,
1747,GBR,UK,1000,753,63700215,171820,37839277.31,322.17306,48,,,,
1748,GBR,UK,1753,1184,64128273,172502,36577972.46,321.95672,48,,,,
1749,GBR,UK,2937,2591,64602298,172320,36541966.14,309.13658,48,,,,
1750,GBR,UK,5528,4073.219,65116219,171380,36763632.99,311.1235,48,,,,
1751,GBR,UK,9601.219,2312.781,65611593,173499.818,38333980.68,309.42412,48,,,,
1752,GBR,UK,11914,846,66058859,174661.525,39632389.75,305.80436,48,846,2874.89485,test,-2028.89485
1753,GBR,UK,12760,313,66460344,173508.616,40795279.05,306.90686,48,,,,
1754,UGA,Uganda,0.2,0.6,24388974,126120,699658.7148,0.88,133,,,,
1755,UGA,Uganda,0.8,0.3,25167261,128120,893782.5331,0.868,133,,,,
1756,UGA,Uganda,1.1,0.6,25980547,131120,986320.3014,1.091,133,0.6,-283.7741823,test,284.3741823
1757,UGA,Uganda,1.7,0.6,26821300,132620,984070.7872,0.871,133,,,,
1758,UGA,Uganda,3,2.4,28571475,134627.5,1021207.357,1.0325572,133,,,,
1759,UGA,Uganda,7.7,4,30431734,139142.5,1183216.222,1.500632,133,,,,
1760,UGA,Uganda,11.7,2.48,31411096,141150,1357063.049,1.526959,133,,,,
1761,UGA,Uganda,14.18,0.73,32428164,142650,1317624.406,2.10561,133,,,,
1762,UGA,Uganda,14.91,1.33,33476772,143650,1524294.475,2.02912,133,,,,
1763,UGA,Uganda,16.24,1.08,34558700,144150,1351286.644,1.3574,133,1.08,-324.1906173,test,325.2706173
1764,UGA,Uganda,17.32,1.18,35694519,144150,1515560.786,2.00983,133,,,,
1765,UGA,Uganda,18.5,1.5,36911530,144150,1785277.781,2.35985,133,,,,
1766,UGA,Uganda,20,2,38225447,144150,1997184.058,2.34083,133,,,,
1767,UGA,Uganda,22,2,39649173,144150,2007009.484,2.85992,133,,,,
1768,UKR,Ukraine,0,0,48662400,413850,25300618.41,125.92,134,0,517.5463556,test,-517.5463556
1769,UKR,Ukraine,0,0,48202470,413960,27266151.25,127.038,134,,,,
1770,UKR,Ukraine,0,0,47812949,413550,29093874.14,132.959,134,0,674.021497,test,-674.021497
1771,UKR,Ukraine,0,0,47451626,413540,31181331.88,139.897,134,,,,
1772,UKR,Ukraine,0,0,47105171,413040,33119137.85,142.143,134,0,840.0493208,test,-840.0493208
1773,UKR,Ukraine,0,0,46787786,412840,35275535.46,147.998,134,,,,
1774,UKR,Ukraine,0,0,46509355,412660,36692436.32,152.942861,134,0,988.9584835,test,-988.9584835
1775,UKR,Ukraine,0,0,46258189,412920,37584400.93,152.751,134,,,,
1776,UKR,Ukraine,0,0,46053331,412760,37749322.19,138.804,134,,,,
1777,UKR,Ukraine,0,2.5,45870741,412670,36777109.47,152.5179,134,,,,
1778,UKR,Ukraine,2.5,185.7,45706086,412810,37567646.49,156.279,134,,,,
1779,UKR,Ukraine,188.2,183.4,45593342,412970,37256152.5,154.11948,134,,,,
1780,UKR,Ukraine,371.6,376.8,45489648,415260,36462521.8,151.72784,134,,,,
1781,UKR,Ukraine,748.4,70.7,45272155,415110,37427025.08,143.28886,134,70.7,1126.407446,test,-1055.707446
1782,URY,Uruguay,0,0,3325471,149620,1268092.577,6.642,135,,,,
1783,URY,Uruguay,0,0,3326046,149230,1335940.663,6.147,135,,,,
1784,URY,Uruguay,0,0,3323661,149270,1410684.033,6.033,135,,,,
1785,URY,Uruguay,0,0,3321486,148290,1449284.874,6.228,135,,,,
1786,URY,Uruguay,0,0,3321799,148320,1505930.957,6.514,135,,,,
1787,URY,Uruguay,0,0,3325403,146950,1531469.836,7.251,135,,,,
1788,URY,Uruguay,0,0,3331753,145500,1688925.921,7.9158,135,,,,
1789,URY,Uruguay,0,0.074,3340221,146740,1701301.858,8.41832,135,,,,
1790,URY,Uruguay,0.11,0.033,3359273,144330,1721131.615,9.49234,135,,,,
1791,URY,Uruguay,0.608,0.501,3389436,143397,2029378.387,9.98176,135,0.501,-100.9211265,test,101.4221265
1792,URY,Uruguay,1.109,2.118,3400439,142948,2064763.206,10.33784,135,,,,
1793,URY,Uruguay,3.227,2.741,3412013,142936,2036842.801,10.7786,135,,,,
1794,URY,Uruguay,5.968,4.49,3424139,140908,2141613.045,11.41542,135,,,,
1795,URY,Uruguay,10.458,232.2,3436645,140445,2169408.638,11.11038,135,232.2,-92.81091724,test,325.0109172
1796,URY,Uruguay,242.658,5.758,3449290,140159,3361169.314,11.810141,135,,,,
1797,UZB,Uzbekistan,0,0,24964450,273250,3351187.718,38.084,136,,,,
1798,UZB,Uzbekistan,0,0,25271850,270460,3502334.642,38.469,136,,,,
1799,UZB,Uzbekistan,0,0,25567650,268650,3581536.746,38.143,136,0,-195.1323385,test,195.1323385
1800,UZB,Uzbekistan,0,0,25864350,266840,3675057.75,38.226,136,0,-192.8022886,test,192.8022886
1801,UZB,Uzbekistan,0,0,26167000,265030,2636267.803,38.84,136,,,,
1802,UZB,Uzbekistan,0,0,26488250,263220,2723630.379,37.197,136,0,-233.0818735,test,233.0818735
1803,UZB,Uzbekistan,0,0,26868000,261410,2739313.46,39.03,136,0,-233.1192066,test,233.1192066
1804,UZB,Uzbekistan,0,0,27302800,259600,2790236.872,32.9016,136,,,,
1805,UZB,Uzbekistan,0,0,27767400,257790,2773060.722,36.8868,136,,,,
1806,UZB,Uzbekistan,0,0,28562400,255980,2678373.294,39.11402,136,,,,
1807,UZB,Uzbekistan,0,0,29339400,254170,2589328.185,40.37394,136,0,-251.341904,test,251.341904
1808,UZB,Uzbekistan,0,0,29774500,252360,2393524.503,40.8123,136,,,,
1809,UZB,Uzbekistan,0,1,30243200,250600,2445658.817,41.573216,136,,,,
1810,UZB,Uzbekistan,1,0.13,30757700,255420,2492339.454,42.748766,136,0.13,-262.5282876,test,262.6582876
1811,UZB,Uzbekistan,1.13,0,31298900,256046,2574049.587,44.243956,136,,,,
1812,UZB,Uzbekistan,1.13,1.2,31847900,256016,2695478.915,45.406223,136,,,,
1813,UZB,Uzbekistan,2.33,0.87,32388600,255822,2973629.72,47.59489,136,,,,
1814,UZB,Uzbekistan,3.2,0.3,32956100,255777,3320772.052,55.284857,136,,,,
1815,VUT,Vanuatu,0,0,189209,1770,7137.758025,0.040415143,138,,,,
1816,VUT,Vanuatu,0,0,193927,1780,9275.082682,0.03906,138,,,,
1817,VUT,Vanuatu,0,0,198960,1800,9330.885422,0.03813,138,,,,
1818,VUT,Vanuatu,0,0,204123,1810,9681.513072,0.0372,138,,,,
1819,VEN,Venezuela,0,0,25100407,215400,9704510.542,64.04,137,,,,
1820,VEN,Venezuela,0,0,25551624,215400,10296394.87,65.413,137,,,,
1821,VEN,Venezuela,0,0,25996594,215900,10982812.24,69.503,137,0,123.4160358,test,-123.4160358
1822,VEN,Venezuela,0,0,27635827,216000,21975034.6,83.55364,137,,,,
1823,VEN,Venezuela,0,0,28031010,215000,22228747.9,83.766,137,,,,
1824,YEM,Yemen,0,0,18443684,236560,2039685.081,2.609,140,,,,
1825,YEM,Yemen,0,0,18985001,234950,1998898.399,2.872,140,,,,
1826,YEM,Yemen,0,0,19540096,235570,1948747.481,3.126,140,,,,
1827,YEM,Yemen,0,0,20107416,235230,1988313.82,3.407,140,0,-236.3356723,test,236.3356723
1828,YEM,Yemen,0,0,20687648,236270,1960057.462,3.688,140,,,,
1829,YEM,Yemen,0,0,21282514,236270,2275028.401,4.13338,140,,,,
1830,YEM,Yemen,0,0.946,21892149,235170,2372060.285,4.64624,140,,,,
1831,YEM,Yemen,0.946,0.051,22516464,234520,2554305.869,4.70036,140,,,,
1832,YEM,Yemen,0.997,0.01,23154854,235790,2492518.094,5.4377,140,,,,
1833,YEM,Yemen,1.007,0.279,23807586,234520,2416927.161,4.24376,140,,,,
1834,ZMB,Zambia,0,0,14023199,236360,584608.9322,8.808532,142,,,,
1835,ZMB,Zambia,0,0,14465148,238360,595389.8625,10.54892,142,0,-251.2702864,test,251.2702864
1836,ZWE,Zimbabwe,0.002,0,12697728,162000,850542.0719,7.47868,143,,,,
1837,ZWE,Zimbabwe,0.002,0.175,12894323,164000,864249.729,7.91654,143,0.175,-212.1085675,test,212.2835675
1838,ZWE,Zimbabwe,0.177,0.728,13115149,162000,898930.6481,7.71048,143,,,,
1839,ZWE,Zimbabwe,0.905,1.065,13350378,162000,925883.4011,8.0797,143,,,,
1840,ZWE,Zimbabwe,2.702,1.624,13814642,162000,1382369.037,7.63378,143,,,,
1841,ZWE,Zimbabwe,4.326,0.783,14030338,162000,1146480.669,7.07994,143,,,,
1842,ZWE,Zimbabwe,5.109,1.143,14236599,162000,1263633.389,7.79856,143,,,,
